49.9162	0.0304285
100.024	0.0608655
100.023	0.0608989
149.944	0.0912663
200.05	0.121875
247.54	0.135126
349.994	0.212853
399.913	0.241506
450.019	0.268137
550.044	0.311222
599.963	0.326225
699.988	0.342191
800.013	0.34177
900.038	0.330455
1000.06	0.313603
1100.09	0.294796
1250.03	0.267133
1350.06	0.250254
1500	0.227598
1649.94	0.208175
1800.08	0.19155
1950.02	0.17731
2099.96	0.164959
2300.01	0.150881
2449.96	0.141831
2650.01	0.131297
2799.95	0.124409
3000	0.116259
3200.05	0.109113
3400.1	0.102826
3599.97	0.0972035
3800.02	0.092216
4000.07	0.08768
4200.11	0.0835875
4399.98	0.0798829
4550.11	0.0772944
4749.97	0.0740892
4950.02	0.0711648
5150.07	0.0684461
5350.12	0.0659391
5549.98	0.0636377
5800.14	0.0609418
6050.11	0.0584785
6300.08	0.0561959
6550.05	0.0540768
6800.02	0.0521279
7049.99	0.0503188
7600.03	0.0467288
7850	0.0452692
