49.919	0.997869
49.9191	0.99784
49.919	0.997878
100.025	0.997999
149.944	0.99935
200.05	1.00139
249.969	1.00336
300.075	1.00397
349.994	1.00207
399.914	0.995679
499.938	0.964349
550.044	0.93736
650.069	0.862379
750.094	0.768618
849.932	0.670495
949.957	0.578577
1049.98	0.49779
1150.01	0.429351
1299.95	0.346919
1399.98	0.30382
1549.92	0.251707
1649.95	0.224048
1800.08	0.190009
1950.02	0.162983
2099.96	0.141354
2250.09	0.123702
2449.96	0.10483
2600.09	0.0934242
2799.95	0.0808062
2950.08	0.0730233
3149.95	0.0642353
3300.08	0.0586446
3499.94	0.0522684
3699.99	0.0468884
3850.12	0.0433729
4049.98	0.0392842
4250.03	0.0357299
4399.98	0.033405
4600.03	0.0306202
4800.08	0.0281651
5050.05	0.0255067
5250.1	0.0236185
5500.06	0.0215623
5700.12	0.0200992
5950.09	0.0184681
6150.13	0.017304
6400.1	0.0160062
6599.97	0.0150631
6850.13	0.0140154
7100.1	0.0130628
7350.07	0.0122217
7600.03	0.0114653
7800.09	0.0108933
