49.919	-0.114139
49.9191	-0.112151
49.919	-0.112983
100.025	-0.181604
149.944	-0.254162
200.05	-0.325948
249.969	-0.408082
300.075	-0.495069
349.994	-0.592262
399.914	-0.700586
499.938	-0.931542
550.044	-1.06158
650.069	-1.33152
750.094	-1.5854
849.932	-1.80717
949.957	-1.98981
1049.98	-2.12954
1150.01	-2.24371
1299.95	-2.36903
1399.98	-2.43781
1549.92	-2.511285307
1649.95	-2.55051
1800.08	-2.602095307
1950.02	-2.641385307
2099.96	-2.6729
2250.09	-2.70139
2449.96	-2.72906
2600.09	-2.743565307
2799.95	-2.76525
2950.08	-2.776315307
3149.95	-2.788055307
3300.08	-2.7963
3499.94	-2.80658
3699.99	-2.8153
3850.12	-2.81641
4049.98	-2.82346
4250.03	-2.82861
4399.98	-2.83142
4600.03	-2.831735307
4800.08	-2.832975307
5050.05	-2.83572
5250.1	-2.83546
5500.06	-2.83354
5700.12	-2.83438
5950.09	-2.831695307
6150.13	-2.830125307
6400.1	-2.827655307
6599.97	-2.82847
6850.13	-2.82212
7100.1	-2.82266
7350.07	-2.815095307
7600.03	-2.813985307
7800.09	-2.809105307
