49.9254	1.51353
100.023	1.58226
149.945	1.6302
149.941	1.63069
200.05	1.65933
249.968	1.67544
300.075	1.67357
450.019	1.55785
499.939	1.49038
599.963	1.31208
699.988	1.11368
800.013	0.92367
900.038	0.760127
1000.06	0.640075
1100.09	0.543164
1199.93	0.466533
1350.06	0.385845
1450.08	0.342809
1549.92	0.311535
1700.05	0.273353
1849.99	0.241971
1999.94	0.217728
2349.93	0.183773
2549.98	0.170026
2950.08	0.146619
3149.95	0.142318
3550.05	0.134322
3750.1	0.128369
3949.96	0.128805
4150.01	0.125025
4350.06	0.123216
4550.11	0.122554
4800.08	0.121856
5050.05	0.122089
5250.1	0.120964
5500.07	0.122117
5700.12	0.126573
5950.09	0.124522
6150.13	0.125674
6350	0.129258
6550.05	0.130191
6750.1	0.134722
6950.15	0.132651
7200.12	0.130629
7399.98	0.134287
7600.03	0.138918
7850	0.142355
