49.9162	1.43761
100.024	1.36706
100.023	1.36698
149.944	1.29481
200.05	1.21962
349.994	0.949979
399.913	0.840817
450.019	0.726797
550.044	0.476346
599.963	0.341819
699.988	0.0719326
800.013	-0.167551
900.038	-0.370876
1000.06	-0.533054
1100.09	-0.65983
1250.03	-0.805791
1350.06	-0.880179
1500	-0.965594
1649.94	-1.03137
1800.08	-1.0841
1950.02	-1.12403
2099.96	-1.15847
2300.01	-1.19546
2449.96	-1.22159
2650.01	-1.2462
2799.95	-1.26268
3000	-1.28369
3200.05	-1.30089
3400.1	-1.31345
3599.97	-1.32679
3800.02	-1.33825
4000.07	-1.34579
4200.11	-1.35424
4399.98	-1.36347
4550.11	-1.36489
4749.97	-1.37104
4950.02	-1.37593
5150.07	-1.38235
5350.12	-1.3849
5549.98	-1.38858
5800.14	-1.39261
6050.11	-1.39704
6300.08	-1.40301
6550.05	-1.40097
6800.02	-1.4037
7049.99	-1.40643
7600.03	-1.41087
7850	-1.41217
