49.9197	0.998968
49.9194	0.998996
100.026	0.994836
100.025	0.994916
100.025	0.994885
100.025	0.994897
149.944	0.988222
149.944	0.988267
200.05	0.978878
200.05	0.978804
200.05	0.978775
249.969	0.966716
249.969	0.966774
300.075	0.95184
349.994	0.934344
349.994	0.934337
399.913	0.914781
450.018	0.894003
499.939	0.873238
549.915	0.850719
550.044	0.854138
599.963	0.838349
650.068	0.826908
699.988	0.820331
750.094	0.818504
800.013	0.820638
849.932	0.825709
900.038	0.833158
949.957	0.841694
1000.06	0.850782
1049.98	0.860085
1150.01	0.877747
1199.93	0.885908
1250.03	0.893576
1299.95	0.900499
1399.98	0.912916
1450.08	0.918455
1500	0.923363
1549.92	0.927788
1649.95	0.935804
1700.05	0.939377
1749.97	0.942618
1849.99	0.948486
1900.1	0.95104
1950.02	0.953376
2050.05	0.957544
2099.96	0.959435
2199.99	0.962878
2250.09	0.96441
2349.93	0.967145
2400.04	0.968344
2500.06	0.970765
2549.98	0.971651
2650.01	0.973625
2700.11	0.974523
2799.95	0.976132
2899.98	0.977507
2950.08	0.978254
3050.11	0.979416
3100.03	0.979894
3200.05	0.981047
3300.08	0.982002
3350	0.982507
3450.02	0.983343
3550.05	0.984145
3650.07	0.98483
3699.99	0.985169
3800.01	0.985739
3900.04	0.986367
4000.06	0.986948
4100.09	0.987471
4200.11	0.987887
4299.95	0.988238
4399.98	0.98849
4550.11	0.98911
4649.95	0.989578
4749.97	0.989811
4900.1	0.990289
5000.13	0.990552
5150.07	0.990955
5250.1	0.991199
5350.12	0.991323
5449.96	0.991597
5600.09	0.99177
5700.12	0.991949
5850.06	0.992179
5950.08	0.992363
6100.03	0.992673
6249.97	0.992701
6350	0.992923
6500.13	0.992995
6650.07	0.993146
6750.1	0.993374
6900.04	0.993402
7000.07	0.993507
7150.01	0.993664
7250.04	0.993733
7350.06	0.993758
7500	0.993891
7650.14	0.994069
7749.97	0.993911
7850	0.994072
8000.13	0.994185
